-3.140000104904175,inf
-3.122507069259882,inf
-3.105014033615589,inf
-3.0875209979712963,inf
-3.0700279623270035,inf
-3.0525349266827106,inf
-3.035041891038418,inf
-3.017548855394125,inf
-3.000055819749832,inf
-2.9825627841055393,inf
-2.9650697484612465,inf
-2.9475767128169537,inf
-2.930083677172661,inf
-2.912590641528368,inf
-2.895097605884075,inf
-2.8776045702397823,inf
-2.8601115345954895,inf
-2.8426184989511967,inf
-2.825125463306904,inf
-2.807632427662611,inf
-2.790139392018318,inf
-2.7726463563740253,inf
-2.7551533207297325,inf
-2.7376602850854397,inf
-2.720167249441147,inf
-2.702674213796854,inf
-2.685181178152561,inf
-2.6676881425082684,inf
-2.6501951068639755,inf
-2.6327020712196827,inf
-2.61520903557539,inf
-2.597715999931097,inf
-2.580222964286804,inf
-2.5627299286425114,inf
-2.5452368929982185,inf
-2.5277438573539257,8.14761734008789
-2.510250821709633,7.957357883453369
-2.49275778606534,7.7870283126831055
-2.475264750421047,7.629823684692383
-2.4577717147767544,7.4578142166137695
-2.4402786791324615,7.314850807189941
-2.4227856434881687,7.179300308227539
-2.405292607843876,7.051019191741943
-2.387799572199583,6.930016994476318
-2.3703065365552902,6.815976619720459
-2.3528135009109974,6.698759078979492
-2.3353204652667046,6.599945068359375
-2.3178274296224117,6.478321075439453
-2.300334393978119,6.388797760009766
-2.282841358333826,6.303318500518799
-2.2653483226895332,6.220126628875732
-2.2478552870452404,6.125638008117676
-2.2303622514009476,6.062008857727051
-2.2128692157566547,5.979030609130859
-2.195376180112362,5.898601055145264
-2.177883144468069,5.827645778656006
-2.1603901088237762,5.764384746551514
-2.1428970731794834,5.694729804992676
-2.1254040375351906,5.665685653686523
-2.1079110018908978,5.610011577606201
-2.090417966246605,5.526937961578369
-2.072924930602312,5.500914573669434
-2.0554318949580193,5.431305408477783
-2.0379388593137264,5.396957874298096
-2.0204458236694336,5.370539665222168
-2.0029527880251408,5.328448295593262
-1.985459752380848,5.279444694519043
-1.967966716736555,5.241611480712891
-1.9504736810922623,5.2037882804870605
-1.9329806454479694,5.177582263946533
-1.9154876098036766,5.123682498931885
-1.8979945741593838,5.125441074371338
-1.880501538515091,5.078776836395264
-1.863008502870798,5.048564910888672
-1.8455154672265053,5.04578971862793
-1.8280224315822124,5.036152362823486
-1.8105293959379196,4.9940667152404785
-1.7930363602936268,4.984814643859863
-1.775543324649334,4.96682071685791
-1.7580502890050411,4.9538469314575195
-1.7405572533607483,4.927515506744385
-1.7230642177164555,4.920305252075195
-1.7055711820721626,4.924795627593994
-1.6880781464278698,4.90342378616333
-1.670585110783577,4.9109015464782715
-1.6530920751392841,4.921337604522705
-1.6355990394949913,4.91420841217041
-1.6181060038506985,4.88421106338501
-1.6006129682064056,4.893130779266357
-1.5831199325621128,4.898046493530273
-1.56562689691782,4.900533199310303
-1.5481338612735271,4.902548789978027
-1.5306408256292343,4.881115913391113
-1.5131477899849415,4.905093193054199
-1.4956547543406487,4.911853790283203
-1.4781617186963558,4.938205242156982
-1.460668683052063,4.952386856079102
-1.4431756474077702,4.967090129852295
-1.4256826117634773,4.9608073234558105
-1.4081895761191845,inf
-1.3906965404748917,inf
-1.3732035048305988,inf
-1.355710469186306,inf
-1.3382174335420132,inf
-1.3207243978977203,inf
